,time,Wx,AT,T,RH,CI,WeatherDescription,WS,WD,Td,District
21,2023-07-28 09:00:00,08,29,29,88,28,短暫陣雨。降雨機率 70%。溫度攝氏29度。悶熱。偏南風 平均風速>= 6級(每秒11公尺)。相對濕度88%。,>= 11,偏南風,27,大社區
22,2023-07-28 12:00:00,08,31,31,81,30,短暫陣雨。降雨機率 80%。溫度攝氏31度。悶熱。偏南風 平均風速4-5級(每秒9公尺)。相對濕度81%。,9,偏南風,28,大社區
23,2023-07-28 15:00:00,08,32,31,70,29,短暫陣雨。降雨機率 80%。溫度攝氏31度。悶熱。偏南風 平均風速4-5級(每秒8公尺)。相對濕度70%。,8,偏南風,25,大社區
24,2023-07-28 18:00:00,08,30,30,71,27,短暫陣雨。降雨機率 40%。溫度攝氏30度。悶熱。偏南風 平均風速4-5級(每秒8公尺)。相對濕度71%。,8,偏南風,24,大社區
25,2023-07-28 21:00:00,08,28,29,59,25,短暫陣雨。降雨機率 40%。溫度攝氏29度。舒適。偏南風 平均風速4-5級(每秒8公尺)。相對濕度59%。,8,偏南風,20,大社區
26,2023-07-29 00:00:00,08,27,28,61,25,短暫陣雨。降雨機率 60%。溫度攝氏28度。舒適。偏南風 平均風速4-5級(每秒9公尺)。相對濕度61%。,9,偏南風,20,大社區
27,2023-07-29 03:00:00,08,26,28,66,25,短暫陣雨。降雨機率 60%。溫度攝氏28度。舒適。偏南風 平均風速3-4級(每秒7公尺)。相對濕度66%。,7,偏南風,21,大社區
28,2023-07-29 06:00:00,08,27,27,69,25,短暫陣雨。降雨機率 30%。溫度攝氏27度。舒適。偏南風 平均風速2-3級(每秒4公尺)。相對濕度69%。,4,偏南風,21,大社區
29,2023-07-29 09:00:00,08,34,31,71,28,短暫陣雨。降雨機率 30%。溫度攝氏31度。悶熱。偏南風 平均風速2-3級(每秒4公尺)。相對濕度71%。,4,偏南風,25,大社區
30,2023-07-29 12:00:00,08,38,33,72,30,短暫陣雨。降雨機率 30%。溫度攝氏33度。悶熱。偏南風 平均風速1-2級(每秒3公尺)。相對濕度72%。,3,偏南風,28,大社區
31,2023-07-29 15:00:00,08,39,33,75,31,短暫陣雨。降雨機率 30%。溫度攝氏33度。悶熱。偏東風 平均風速1-2級(每秒3公尺)。相對濕度75%。,3,偏東風,28,大社區
